foodId,Nama,Tipe,harga,img
200,Nasi Bakar Ayam Kemangi,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
201,Nasi Gandul,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
202,Mie Sop Medan,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
203,Koloke Ayam,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
204,Tongseng Kambing,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
205,Ayam Tuturuga,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
206,Sate Komoh,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
207,Rabeg Daging Sapi,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
208,Hamburger Daging,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
209,Garang Asem Ayam,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
210,Empal Gepuk,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
211,Sate Ayam Madura,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
212,Ayam Goreng Padang,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
213,Daging Malbi Semur,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
214,Dendeng Ragi,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
215,Ayam Asam Manis,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
216,Serundeng Daging,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
217,Ayam Bumbu Rujak Kuah,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
218,Ceker Ayam Mercon,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
219,Iga Bakar Madu,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
220,Sempol Ayam,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
221,Sate Daging Sapi,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
222,Dendeng Batokok,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
223,Gulai Kikil (Tunjang),ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
224,Opor Ayam Kuning,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
225,Oseng Mercon,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
226,Semur Bola Bola Daging,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
227,Kari Ayam,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
228,Kentang Daging Cincang,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
229,Rendang Bola Bola Daging,ayam-daging,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
230,Ikan Mas Pindang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
231,Ikan Mujair Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
232,Ikan Bandeng Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
233,Ikan Mas Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
234,Ikan Mas Pesmol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
235,Ikan Bandeng Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
236,Ikan Bandeng Pepes,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
237,Ikan Mas Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
238,Ikan Bandeng Gulai,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
239,Ikan Kembung Pesmol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
240,Pepes Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
241,Pempek Panggang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
242,Gulai Ikan Mas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
243,Odeng Kuah Korea,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
244,Ikan Nila Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
245,Gulai Ikan Nila,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
246,Pepes Ikan Nila,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
247,Ikan Selar Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
248,Ikan Nila Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
249,Rajungan Saus Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
250,Salmon Mentai,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
251,Nasi Bakar Ikan Cakalang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
252,Sambal Cumi Pete Pedas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
253,Pindang Bumbu Sarden,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
254,Bakso Udang Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
255,Belut Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
256,Kerang Hijau Balado,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
257,Kerang Dara Saus Pedas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
258,Tuna Bakar Kecap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
259,Poke Bowl Salmon,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
260,Sate Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
261,Patin Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
262,Udang Saus Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
263,Otak Otak Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
264,Lumpia Vietnam,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
265,Gulai Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
266,Cilok Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
267,Jambal Roti Tumis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
268,Tongkol Suwir Lombok Ijo,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
269,Rajungan Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
270,Tulang Jambal Cabe,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
271,Udang Cabe Garam,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
272,Bola Bola Udang Roti,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
273,Rolade Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
274,Lele Goreng Kremes,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
275,Udang Saus Inggris,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
276,Kerang Hijau Rebus,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
277,Ikan Salai Asap Balado,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
278,Sambal Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
279,Siomay Ikan Bandung,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
280,Sate Kerang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
281,Ikan Gurame Bakar Bumbu Bali,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
282,Gurame Bumbu Rujak,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
283,Tenggiri Lempah Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
284,Cakalang Fufu Pampis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
285,Ikan Bawal Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
286,Kakap Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
287,Pempek Sutra,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
288,Sambal Goreng Kentang Udang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
289,Pempek Lenggang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
290,Kepiting Saus Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
291,Cumi Goreng Mentega,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
292,Gulai Kakap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
293,Kerang Dara Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
294,Bandeng Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
295,Nugget Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
296,Hakau,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
297,Ikan Gabus Pucung,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
298,Pempek Kulit,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
299,Sate Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
300,Ikan Gurame Bakar Madu,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
301,Pindang Serani,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
302,Ikan Bawal Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
303,Pepes Udang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
304,Pempek Lenjer,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
305,Ikan Salem Bumbu Sarden,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
306,Salmon Teriyaki,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
307,Lele Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
308,Udang Pete Balado,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
309,Gulai Cumi Isi Telur,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
310,Bakso Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
311,Pangek Ikan Nila,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
312,Kerang Dara Rebus,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
313,Bakso Udang Rebus,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
314,Ikan Tenggiri Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
315,Pecak Lele,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
316,Pepes Peda,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
317,Pempek Kapal Selam,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
318,Sambal Udang Goreng Petai,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
319,Udang Bakar Madu,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
320,Gulai Aceh Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
321,Ikan Kerapu Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
322,Tim Ikan Kakap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
323,Kapurung,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
324,Ikan Tongkol Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
325,Pindang Tongkol Balado,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
326,Asam Padeh Ikan Patin,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
327,Cumi Asam Manis Basah,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
328,Udang Goreng Mentega,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
329,Sarden Homemade,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
330,Garang Asem Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
331,Arsik Ikan Mas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
332,Ikan Asap Santan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
333,Palumara Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
334,Asam Padeh Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
335,Semur Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
336,Balado Ikan Kembung,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
337,Abon Ikan Tongkol,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
338,Ikan Kakap Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
339,Otak-Otak Goreng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
340,Udang Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
341,Abon Tuna,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
342,Pempek Adaan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
343,Pepes Ikan Mas Khas Sunda,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
344,Ikan Woku Belanga,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
345,Gulai Ikan Tenggiri,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
346,Ikan Mujair Bakar Kecap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
347,Ikan Gurame Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
348,Udang Saos Tiram,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
349,Pecel Lele,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
350,Sambal Goreng Kering Teri Kacang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
351,Pesmol Ikan Nila,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
352,Ikan Bandeng Presto,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
353,Ikan Kembung Goreng Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
354,Cumi Goreng Tepung (Calamari),ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
355,Cumi Saus Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
356,Udang Goreng Tepung (Ebi Furai),ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
357,Pepes Ikan Kembung,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
358,Pepes Ikan Teri Basah,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
359,Pecak Gurame,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
360,Kepiting Saus Tiram,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
361,Ikan Bandeng Acar Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
362,Cumi Telur Asin,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
363,Cumi Saus Tiram,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
364,Celimpungan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
365,Kerang Hijau Saus Tiram Pedas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
366,Asem Asem Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
367,Udang Telur Asin,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
368,Mangut Lele,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
369,Sup Ikan Patin,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
370,Cumi Bakar Kecap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
371,Ikan Patin Bumbu Kuning,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
372,Fish and Chips,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
373,Pindang Patin,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
374,Gulai Kepala Ikan Kakap,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
375,Steak Ikan Dori Panggang Saus Lemon,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
376,Cumi Asin Cabe Hijau,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
377,Kotokan Ikan Pe Lombok Ijo,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
378,Ikan Nila Bakar,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
379,Nasi Bakar Tuna Pedas,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
380,Amplang Krupuk Ikan,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
381,Kepiting Lada Hitam,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
382,Fish Cake,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
383,Ikan Tongkol Bumbu Sarden,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
384,Pindang Bandeng,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
385,Ikan Kembung Bakar Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
386,Kepiting Asam Manis,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
387,Sop Ikan Salmon,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
388,Kerang Saus Padang,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
389,Tumis Cumi Hitam,ikan-seafood,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
390,Gulai Telur Tahu,tahu-tempe-telur,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
391,Oncom Goreng,tahu-tempe-telur,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
392,Keripik Tempe,tahu-tempe-telur,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
393,Okonomiyaki,tahu-tempe-telur,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
394,Keripik Tahu,tahu-tempe-telur,12000,https://i.pinimg.com/736x/8c/c5/2e/8cc52e9663492996e4116ee596796b00.jpg
